word,meaning_zh,pos,phonetic_uk,phonetic_us,synonyms,rel_words,exam_level
void,无效的；空的,"adj, n, vt",vɒɪd,vɔɪd,empty | hollow | useless | bare | vacant | vacuum | room | clearance | blank | emptiness | invalidate | nullify,voidable | voidance | voider,CET6
gnaw,啃，咬断，啮,"vi, vt",nɔː,nɔ,harry | worry | trouble | weather | tear | bite | grind down,gnawer,CET6
longing,渴望,"adj, n, v",'lɒŋɪŋ,'lɔŋɪŋ,aspiration | eagerness | eager | desired | hungry | anxious | sick | craving | hankering,long | long | longingly | long | long,CET6
suspicious,可疑的；猜疑的,adj,sə'spɪʃəs,sə'spɪʃəs,doubtful | questionable,suspensive | suspiciously | suspicion | suspiciousness | suspicion,CET6
shady,可疑的，靠不住的,adj,'ʃeɪdɪ,'ʃedi,umbriferous | dull,shadow | shaded | shadow | shade | shading | shadiness | shadowiness | shaded | shadow | shade | shadow | shade,CET6
questionable,可疑的，不可靠的,adj,'kwestʃ(ə)nəb(ə)l,'kwɛstʃənəbl,suspicious | doubtful,questionably | questioningly | question | questioning | questioner | questioning | question | question,CET6
portable,可移动的,adj,'pɔːtəb(ə)l,'pɔrtəbl,luggable | hand-held,portability,CET6
grateful,感谢的，感激的,adj,'greɪtfʊl; -f(ə)l,'ɡretfl,pleasant | lovely | thankful,gratefully | gratefulness,CET6
adjustable,可调整的，可校准的,,,ə'dʒʌstəbl,,adjusted | adjustive | adjustment | adjuster | adjustability | adjustor | adjusted | adjust | adjust,CET6
frightful,可怕的；讨厌的,adj,'fraɪtfʊl; -f(ə)l,'fraɪtfl,terrible | tremendous | intense | horrible | awesome,frightening | frightened | fright | frightfulness | frightened | frighten | fright | frighten,CET6
formidable,可怕的；难对付的,adj,'fɔːmɪdəb(ə)l; fɔː'mɪd-,'fɔrmɪdəbl,powerful | terrible | august | horrible,formidably,CET6
dreadful,可怕的；令人畏惧的,adj,'dredfʊl; -f(ə)l,'drɛdfəl,terrible | painful | horrible | awesome | fearful,dread | dreaded | dreadfully | dread | dreaded | dread | dread,CET6
monstrous,极大的；可怕的,adj,'mɒnstrəs,'mɑnstrəs,huge | tremendous | enormous | massive | macro,monster | monstrously | monster | monstrosity,CET6
possibility,可能的事,n,",pɒsɪ'bɪlɪtɪ",",pɑsə'bɪləti",probability | feasibility | potential | maybe | chance,possible | possibly | possible,CET6
likelihood,可能（性）,n,'laɪklɪhʊd,'laɪklɪhʊd,possibility | probability | feasibility | potential | maybe,like | likely | likable | likeable | like | likely | like | like | like | like | like,CET6
respectable,可敬的；人格高尚的,adj,rɪ'spektəb(ə)l,rɪ'spɛktəbl,venerable | honourable,respectful | respectfully | respectably | respect | respectability | respecter | respect,CET6
appreciable,可察觉的,adj,ə'priːʃəb(ə)l; -ʃɪə-,ə'priʃəbl,palpable | perceptible,appreciably,CET6
shameful,可耻的；不道德的,adj,'ʃeɪmfʊl; -f(ə)l,'ʃemfl,salt | yellow-dog,shameless | shamelessly | shamefully | shame | shamefulness | shame,CET6
comparable,可比较的；类似的,,'kɒmp(ə)rəb(ə)l,'kɑmpərəbl,,comparative | comparatively | comparably | comparison | compare | comparative | comparing | comparability | comparing | compare | compare,CET6
particular,特称的；苛求的,"adj, n",pəˈtɪkjʊlə(r),pɚ'tɪkjəlɚ,extraordinary | strict | detailed | special | exclusive | detailed specification | detailed description,particularist | particularly | particularity | particularism | particularist | particularization | particularize | particularize,CET6
whereby,靠什么；靠那个,,weə'baɪ,wɛr'bai,,,CET6
ponder,考虑，沉思,"vi, vt",'pɒndə,'pɑndɚ,mull over | reflect on | allow | think about | think of,ponderous | ponderable | ponderable,CET6
exploration,考察；勘探；探查,n,eksplə'reɪʃ(ə)n,",ɛksplə'reʃən",inquiry | detection | search,exploratory | explorative | explorer | explore | explore,CET6
generosity,慷慨，宽宏大量,n,dʒenə'rɒsətɪ,",dʒɛnə'rɑsəti",liberality | large-handedness,generous | generously,CET6
discern,弄清楚，辨别；看出，辨出,"vi, vt",dɪ'sɜːn,dɪ'sɝn,recognize | identify | see clearly | tell from,discernible | discerning | discernable | discernment | discerning,CET6
fell,砍倒（树等）；砍伐,"adj, n, v, vt",fel,fɛl,fierce | destructive | floor | down with | hide | dropped,fall | falling | fallen | fall | falling | feller | faller | falling | fallen | fall | fall,CET6
carry,刊登,"n, vt",'kærɪ,'kæri,encourage | have | hand | second | back | cannon-shot,carriage,CET6
inaugurate,使就职；开始,vt,ɪ'nɔːgjʊreɪt,ɪ'nɔɡjəret,pioneer,inaugural | inaugural | inauguration,CET6
initiate,开始，创始；启蒙,"n, vt",ɪ'nɪʃɪeɪt,ɪ'nɪʃɪet,institute | start in | beginning | threshold | opening | conception | fresh,initiation | initiator,CET6
commence,开始；获得学位,vt,kə'mens,kə'mɛns,institute | initiate | launch on | enter upon | put in hand,commencement,CET6
reclaim,开垦，开拓；回收,"n, vi, vt",rɪ'kleɪm,rɪ'klem,exploit | carve out | protest against sth | exclaim at | reconstruction | influence,reclaimable,CET6
evolution,进化,n,",iːvə'luːʃ(ə)n; 'ev-",ˌɛvəˈluʃən; (occas.) ˌ ivəˈluʃən,unfolding | Monkey to Man,evolutionary | evolutionism | evolutionist | evolutionism | evolutionist | evolve | evolve,CET6
start,开动，着手；开设,"n, vi, vt",stɑːt,stɑrt,institute | initiate | leave | set out | go forth into | sally out | set off/out | beginning | threshold | opening | conception | fresh,starter,CET6
unlock,开…的锁；开启,"vi, vt",ʌn'lɒk,'ʌn'lɑk,open collector | unblock | uncoil | disengage from,,CET6
sheriff,郡长,n,'ʃerɪf,'ʃɛrɪf,Landeshauptmann | nomarch,sheriffdom,CET6
monarch,君主，最高统治者,n,'mɒnək,'mɑnɚk,emperor | sovereignty,monarchical | monarchal | monarchic | monarchy | monarchism | monarchist,CET6
sovereign,君主,"adj, n",'sɒvrɪn,sɑvrɪn,wonderful | excellent | famous | super | great | emperor | monarch,sovereignty,CET6
bugle,军号，喇叭,"n, vi",'bjuːg(ə)l,'bjuɡl,horn | loudspeaker | play the trumpet | blow job,bugler,CET6
extinct,绝种的,vt,ɪk'stɪŋkt; ek-,ɪk'stɪŋkt,out,extinguishable | extinction | extinguisher | extinguish,CET6
decisive,决定性的；果断的,adj,dɪ'saɪsɪv,dɪ'saɪsɪv,crucial | critical | final | committed | confirmed,decided | deciding | decidedly | decisively | decision | decided | decisiveness | deciding | decide | decide,CET6
govern,决定，支配；控制,vt,'gʌv(ə)n,'ɡʌvɚn,manage | possess | conduct | run | regulate,governing | governmental | governable | government | governor | governance | governorship | governing,CET6
winding,蜿蜒曲折的路径,"adj, n",'waɪndɪŋ,'waɪndɪŋ,curve | give | curve | flexural,winded | wind | winder | winded | wind | wind,CET6
curly,卷曲的；有卷毛的,adj,'kɜːlɪ,'kɝli,frizzy,curl | curling | curler | curliness | curling | curl | curl,CET6
reel,卷，绕,"n, vi, vt",riːl,ril,roll | swim | roll | turn | revolution | rotation | rolling | turning,reeler,CET6
mob,团团围住（名人等）,"n, vt",mɒb,mɑb,mass | clamjamfry | beleaguer,mobbish | mobster | mobocracy,CET6
polymer,聚合物，多聚物,n,'pɒlɪmə,'pɑlɪmɚ,dendrimer,polymeric | polymerous | polymerization | polymerase | polymerize | polymerise | polymerize | polymerise,CET6
hurricane,飓风，十二级风,n,'hʌrɪk(ə)n; -keɪn,hʌrɪˌken,cyclone | storms,,CET6
sting,剧痛；刺痛,"n, vi, vt",stɪŋ,stɪŋ,stimulus | smart | incentive | excitement | hit | stick | pink | smart | bite,stingy | stinging | stingless | stingily | stinger,CET6
repel,使厌恶；拒绝,vt,rɪ'pel,rɪ'pɛl,refuse | roll back,,CET6
gigantic,巨大的；巨人似的,adj,dʒaɪ'gæntɪk,dʒaɪ'ɡæntɪk,huge | enormous | tremendous | massive | macro,gigantism,CET6
uphold,维护,vt,ʌp'həʊld,ʌpˈhoʊld,encourage | agree | heart | sustain,upholder,CET6
exemplify,举例证明（解释）,vt,ɪg'zemplɪfaɪ; eg-,ɪɡ'zɛmplɪfaɪ,example of | instantiate,,CET6
rectangle,矩形，长方形,n,'rektæŋg(ə)l,'rɛktæŋɡl,orthogon,rectangularity,CET6
administration,局（或署、处等）,n,ədmɪnɪ'streɪʃ(ə)n,"əd,mɪnɪ'streʃən",governance | management | supervision | regulation | enforcement,administrative | administrable | administrator | administer | administer | administrate,CET6
reside,居住，驻扎；属于,vt,rɪ'zaɪd,rɪ'zaɪd,occupy | belong to,resident | residential | resident | residence,CET6
dwell,居住；凝思，细想,vi,dwel,dwɛl,belong | room | harbor | live | reside in,,CET6
induction,就职；归纳推理,n,ɪn'dʌkʃ(ə)n,ɪn'dʌkʃən,reaction | inductive method,inductive | induced | inductor | inductance | inductee | induced | induce | induct,CET6
Christ,救世主（耶稣基督）,,kraɪst,,,,CET6
symposium,座谈会,n,sɪm'pəʊzɪəm,sɪm'pozɪəm,forum | consultation | seminar,,CET6
whoever,究竟是谁,,huːˈɛvə,hʊ'ɛvɚ,,,CET6
rectify,纠正；调整,vt,'rektɪfaɪ,'rɛktɪfaɪ,correct | straighten up,rectified | rectifiable | rectification | rectifier | rectified,CET6
vein,静脉，血管；矿脉,n,veɪn,ven,vessel | texture | grain | nerve | disposition,veinal,CET6
competitor,竞争者，敌手,n,kəm'petɪtə,kəm'pɛtɪtɚ,equal | opponent | rival | match | contestant,competitive | competitory | competitively | competition | competitiveness | compete,CET6
competitive,竞争的，比赛的,adj,kəm'petɪtɪv,kəm'pɛtətɪv,played | rival,competing | competitory | competitively | competition | competitor | competitiveness | competing | compete,CET6
contend,竞争；坚决主张,"vi, vt",kən'tend,kən'tɛnd,fight | debate | cope | maintain | submit | advocate,contentious | contention | contender,CET6
alert,警惕的,"adj, n, vt",ə'lɜːt,ə'lɝt,alarm | warn | vigilant | precautious | guard | vigilance,alertly | alertness,CET6
warning,警告，告诫，鉴诫,"adj, n",'wɔːnɪŋ,'wɔrnɪŋ,admonition | caveat | cautionary | admonitory,warner | warn | warn,CET6
whale,鲸,"n, vt",weɪl,wel,slaughter | bouncer | colossus,whaler,CET6
selection,选择；精选的东西,n,sɪ'lekʃ(ə)n,sɪ'lɛkʃən,chose | choice | pick,select | selective | selected | selectively | select | selector | selectivity | select | select,CET6
thorough,精心的；详尽的,adj,'θʌrə,ˈθʌrəʊ; θʌro,complete | radical,thoroughgoing | thoroughly | thoroughness,CET6
finely,精细地；美好地,adv,'faɪnlɪ,'faɪnli,considerably | remarkably | tremendously,fine | fine | fine | fineness | fine,CET6
literary,文学的,adj,'lɪt(ə)(rə)rɪ,lɪtərɛri,written,literate | literature | literacy | literate | literaryism,CET6
refinery,精炼厂，提炼厂,n,rɪ'faɪn(ə)rɪ,rɪ'faɪnəri,smeltery | metallurgical plant,refined | refinement | refining | refiner | refining | refine,CET6
vigorous,精力旺盛的，茁壮的,adj,'vɪg(ə)rəs,'vɪɡərəs,male | live | energetic | mighty,vigorously | vigor,CET6
fright,惊吓，恐怖,"n, vt",fraɪt,fraɪt,horror | pavor | alarm | exercise,frightening | frightened | frightful | frighteningly | frightened | frighten | frighten,CET6
astonishment,惊奇，惊讶,n,ə'stɒnɪʃmənt,ə'stɑnɪʃmənt,miration | stound,astonishing | astonishingly | astonishing | astonish,CET6
dismay,惊慌，沮丧，灰心,"n, vt",dɪs'meɪ,dɪs'me,depression | alarm | disappointment | depress | dispirit,dismayed | dismayed,CET6
empirical,经验主义的,,em'pɪrɪk(ə)l; ɪm-,ɪm'pɪrɪkl,,empiric | empirically | empiricism | empiric | empiricist,CET6
longitude,经线，经度,n,'lɒn(d)ʒɪtjuːd; 'lɒŋgɪ-,'lɑndʒətud,lon | shute,longitudinal | longitudinally,CET6
support,经受，承受,"n, vt",sə'pɔːt,sə'pɔrt,encourage | facilitate | second | carry | boost | holding | adhesion | backing | advocate,supportive | supporting | supportable | supporting | supporter | supporting,CET6
economics,经济学；经济,n,iːkə'nɒmɪks; ek-,'ikə'nɑmɪks; 'ɛkə'nɑmɪks,plutonomy,economic | economical | econometric | economically | economy | economist | econometrics | economizer | econometrician,CET6
prohibition,禁止；禁令，禁律,n,",prəʊhɪ'bɪʃ(ə)n; prəʊɪ-",",proə'bɪʃən",ban | inhibition,prohibitive | prohibitively | prohibitionist | prohibit,CET6
shortcut,近路；捷径,n,'ʃɔːtkʌt,"'ʃɔrt,kʌt",highway | cut-short,,CET6
inlet,水湾；进口,n,'ɪnlet,ɪnˌlɛt,threshold | entry | import | portal | way in,,CET6
perfection,尽善尽美；无比精确,n,pə'fekʃ(ə)n,pɚ'fɛkʃən,finish | fare-thee-well,perfect | perfectible | perfective | perfectly | perfect | perfectionist | perfectionism | perfectibility | perfective | perfect,CET6
notwithstanding,尽管，虽然,"adv, conj, prep",nɒtwɪð'stændɪŋ; -wɪθ-,",nɑtwɪθ'stændɪŋ",still | toujours | in spite of | in despite of | although | while | though | as | albeit,,CET6
prudent,谨慎的；精明的,adj,'pruːd(ə)nt,'prʊdnt,cautious | wary | provident,prudential | prudently | prudence,CET6
compact,紧密的,"adj, n",kəm'pækt,'kɑmpækt,stipulation | covenant | close | brief,compactly | compaction | compactness | compactor,CET6
tightly,紧地，牢固地,adv,'taɪtlɪ,'taɪtli,firmly | fast,tight | tight | tightness | tighten | tighten,CET6
barely,勉强；仅仅,adv,'beəlɪ,'bɛrli,merely | simply | just | only | but,,CET6
metallic,金属的,adj,mɪ'tælɪk,mə'tælɪk,metal bearing,metal | metalloid | metalworking | metal | metalloid | metalwork | metalware | metalworker | metalworking | metal | metalwork | metallize,CET6
tuna,金枪鱼,n,'tjuːnə,'tunə,tunny | bluefin,,CET6
henceforth,今后，从今以后,adv,hens'fɔːθ; 'hensfɔːθ,",hɛns'fɔrθ",forwards | hereafter,hence | henceforward,CET6
mustard,芥子，芥末,n,'mʌstəd,'mʌstɚd,dark yellow | deep yellow,,CET6
presentation,介绍；呈现,n,prez(ə)n'teɪʃ(ə)n,",prizɛn'teʃən",description | statement | representation | characterization,present | presentational | present | presenter | presentment | present | present,CET6
interpret,口译；解释,"vi, vt",ɪn'tɜːprɪt,ɪn'tɝprɪt,say | bring sb to do sth | account | translate,interpretive | interpretative | interpretable | interpretation | interpreter,CET6
version,解释,n,'vɜːʃ(ə)n,'vɝʒn,edition | translation,verse,CET6
untie,解开，松开；解放,"vi, vt",ʌn'taɪ,ʌn'taɪ,decide | settle | free | uncoil | disengage from,untied | untied,CET6
tackle,解决，对付,"n, vt",'tæk(ə)l,'tækl,equipment | tool | arm | setup | grasp | root | cope with,tacking | tackler | tacking,CET6
dissolve,解除（婚约等）,"vi, vt",dɪ'zɒlv,dɪ'zɑlv,hemolyze | haemolyze | melt | disappear,dissolved | dissolving | dissolvable | dissolvent | dissolution | dissolvent | dissolver | dissolved | dissolving,CET6
tuberculosis,结核病，肺结核,n,"tjʊ,bɜːkjʊ'ləʊsɪs",tʊ'bɝkjə'losɪs,phthisis,tubercular | tuberculate | tuberculoid | tuberculous | tuberculin,CET6
incorporate,结合，合并，收编,"adj, vi, vt",ɪn'kɔːpəreɪt,,involve | contain | absorb | comprise | merge | mix together | amalgamative | pooled,incorporated | incorporative | incorporation | incorporated,CET6
construction,建筑结构,n,kən'strʌkʃ(ə)n,kən'strʌkʃən,interpretation | explanation | fabric | building | structure,constructive | constructible | constructively | construct | constructor | constructiveness | construct,CET6
economically,在经济上；节约地,adv,iːkə'nɒmɪklɪ,",ikə'nɑmɪkli",sparingly | thriftily,economic | economical | econometric | economy | economics | economist | econometrics | economizer | econometrician,CET6
abbreviation,节略，缩写，缩短,n,əbriːvɪ'eɪʃ(ə)n,əˌbrivɪ'eʃən,abridgement | sigillum,abbreviated | abbreviator | abbreviated | abbreviate | abbreviate,CET6
thrifty,节俭的,adj,'θrɪftɪ,'θrɪfti,economical | successful | managing | made | saving,thriftless | thriftily | thriftlessly | thrift | thriftiness,CET6
interview,接见，会见，会谈,"n, vt",'ɪntəvjuː,'ɪntɚvju,audience | cover | to receive,interviewee | interviewer,CET6
receiver,接待者；收受者,n,rɪ'siːvə,rɪ'sivɚ,taker | acceptor,received | receivable | receivable | received | receive | receive,CET6
yeast,酵母,n,jiːst,jist,bubble | foam,yeastlike | yeasty,CET6
doctrine,教义，主义；学说,n,'dɒktrɪn,'dɑktrɪn,principle | theory | belief | teaching,doctrinal,CET6
tutor,教，指导,"n, vt",'tjuːtə,'tʊtɚ,restrict | hold oneself in | mentors | teacher counselor,tutorial | tutorial | tutelage | tutee | tutorship,CET6
disillusion,觉醒，使觉醒,"n, vt",",dɪsɪ'l(j)uːʒ(ə)n",",dɪsɪ'luʒn",undeceive | disenchantment | evanescence,disillusionment,CET6
horn,角状物；喇叭形物,n,hɔːn,hɔrn,angle | hao,horny | horned | hornless | horniness | hornist | horned,CET6
reef,礁，礁石，暗礁,n,riːf,rif,covers | rock,reefy | reefer,CET6
coke,焦炭,n,kəʊk,kok,cocaine | Bernie,,CET6
symphony,交响乐；交响乐团,n,'sɪmf(ə)nɪ,'sɪmfəni,harmonic | sinfonia,symphonic | symphonious,CET6
intercourse,交际，往来，交流,n,'ɪntəkɔːs,'ɪntɚkɔrs,society | communication | gender | exchange,intercommunion | intercommunicate,CET6
soy,大豆，黄豆；酱油,n,sɒɪ,sɔɪ,soybean | sauce | soya,soybean | soya,CET6
parachute,降落伞,"n, vi",'pærəʃuːt,'pærə'ʃʊt,chute | to bail out,parachuter,CET6
degradation,降级；退化；衰变,n,",degrə'deɪʃ(ə)n",",dɛɡrə'deʃən",regression | corruption | deterioration | degeneration,degraded | degrading | degrader | degraded | degrading | degrade | degrade,CET6
oar,桨,"n, vt",ɔː,ɔr,rower | yuloh | gondole,oarage,CET6
discourse,讲话，演说，讲道,"n, vi, vt",'dɪskɔːs; -'kɔːs,'dɪskɔrs,speech | talk | address | lecture | treatise | orate | speechify | come out with | give voice to,,CET6
